Material_Type,Strength_PSI,Weight_Capacity_KG,Biodegradability_%,CO2_Emission_Score_%,Recyclability_%,Cost_per_KG_USD,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score,Predicted_Cost,Predicted_CO2,Cost_Score,CO2_Score,AI_Recommendation_Score
Bamboo Fiber,6967.8,3.52,86.75,26.01,76.53,0.85,0.7890951754607421,0.3212490949052979,0.6740572573513808,1.4727131686568264,27.682741,0.7663680286044743,0.7995041,0.782936064940436
Hemp Fiber,7465.01,15.49,98.92,19.66,78.19,2.02,0.8501847437515778,0.4088318747773079,0.7334633336750788,1.9359041450474197,19.531874,0.6566297050920744,0.9090291,0.7828294156296859
Hemp Fiber,7522.75,14.04,91.43945454545457,16.87,86.47,2.34,0.8996776091895986,0.409635232664202,0.7465022517542726,2.0702032440716223,17.198193,0.624811818459253,0.94038737,0.7825995933307313
Recycled Paperboard,6298.17,10.85,78.6,31.99,84.29,0.68,0.7595349835900025,0.3299259506426673,0.6402806290205255,1.1074811906688655,34.1739,0.8528980928769666,0.71228087,0.7825894811804572
Recycled Paperboard,4334.56,33.59,72.58,33.82,88.54,0.99,0.7561148245392577,0.4014018833753797,0.5994973596738064,1.092586317967942,34.50732,0.8564269577349719,0.7078006,0.7821137922448663
Mushroom Mycelium,1333.49,3.63,99.82,17.61,82.31,1.57,0.8806588563494067,0.227097337414405,0.6566546559309613,2.0007855259772174,18.49813,0.6412581319541699,0.92291975,0.7820889410838965
Kraft Paper,7170.68,13.02,89.61,44.72,80.92,0.42,0.6369407624337289,0.3268556973949292,0.6208408236229022,0.5782059898697502,43.61327,0.9782929649122225,0.58544195,0.78186745594778
Bamboo Fiber,5077.51,13.22,99.34,27.03,82.01,1.65,0.7965222999242615,0.3294751956028674,0.6771937636906917,1.4092815402262377,29.017824,0.7813961291427809,0.7815643,0.7814802122173408
Bamboo Fiber,6924.32,9.61,89.84,28.881,82.79,1.82,0.782506581671295,0.3443051246865032,0.6812208800638712,1.4667831159691824,28.096205,0.7677729653874686,0.7939483,0.7808606290598537
Recycled Paperboard,7153.08,21.83,74.33,39.46,89.95,1.4,0.7105089245140116,0.3849062611169775,0.6279548020151953,1.1091392719935202,34.423603,0.8525052634090164,0.7089256,0.780715434114634
Bamboo Fiber,5936.9,18.8,87.43,29.68,82.59,0.96,0.7748464958343853,0.3690523888474373,0.6577332062848784,1.3108010644956998,30.880827,0.8047279357975365,0.7565307,0.7806293189558209
Molded Pulp,1655.63,10.96,99.11,36.7,89.32,0.78,0.7330067053774298,0.223081475295569,0.6019315982823139,1.0186015290042039,36.05206,0.8739552929576617,0.68704367,0.7804994798986307
Starch-Based Packaging,2309.15,10.99,92.03,27.04,69.97,1.64,0.760313938399394,0.261068668621583,0.5957219693784779,1.77662605150879,22.694939,0.6943655675075828,0.8665263,0.7804459365915447
Kraft Paper,6093.33,3.93,88.45,43.77,89.03,0.78,0.6696651072961373,0.2605207243830536,0.6217115444516206,0.7279485542112961,41.261467,0.9428162419040611,0.6170437,0.779929957948109
Bamboo Fiber,5118.850689655172,16.22,89.46,29.7,86.87,1.51,0.7875097727846503,0.338953882241407,0.6576588378594879,1.203870542350975,32.893173,0.8300617113471113,0.7294903,0.7797759957492392
Mushroom Mycelium,1858.74,13.44,97.3,16.89,66.36,1.76,0.8391708861398637,0.2899778647768348,0.6305406827898854,2.0539998655821945,17.94018,0.6286506920153028,0.93041706,0.7795338764336768
Bamboo Fiber,6634.3,12.42,96.01,30.86,78.0,1.33,0.7506498359000252,0.3477374416414041,0.6720249280673012,1.5651617894544636,26.580372,0.7444652775266742,0.81431687,0.7793910731543588
Corrugated Cardboard,5785.48,24.99941176470588,73.57,42.3,88.46510638297873,0.63,0.6809595706005898,0.3658356669556752,0.5916054099286079,0.8111794216114673,39.95772,0.9230973433966869,0.6345624,0.7788298582790014
Molded Pulp,2115.24,12.92,93.42,36.3,94.66,1.03,0.7525611663721282,0.2435884641293219,0.6098259549166111,1.0743213366826052,35.390602,0.860754262297028,0.6959318,0.7783430272781222
Hemp Fiber,7019.05,17.9,89.76,32.61,79.87603448275863,1.31,0.740814672496496,0.379309102172653,0.6625730922382173,1.7714268606591819,23.1058,0.6955973498965728,0.8610055,0.7783014174772018
Hemp Fiber,7029.65,34.89,89.81,22.75,81.59,1.88,0.8330810325675334,0.4914588281616029,0.7036037549628693,1.746379294711162,23.548342,0.7015315714926431,0.85505897,0.7782952697799062
Bagasse Fiber,4427.68,23.4,90.35,16.73,93.72,0.88,0.922664670537743,0.3942605646789132,0.7115919120555176,1.2130068595181123,33.010464,0.8278971524931975,0.7279143,0.7779057131160293
Hemp Fiber,4352.76,33.8,87.36,34.11,88.48,2.02,0.7533723403181014,0.4021200171647489,0.6281525433070461,1.5207299156201035,27.724342,0.7549919924102247,0.79894507,0.776968530861637
Bamboo Fiber,5225.95,17.082833333333333,85.33,23.08,75.82,1.54,0.8128551022469073,0.3622905808024514,0.6540117896816826,1.6587721170945042,25.31684,0.7222872970774137,0.83129525,0.7767912744618636
Bamboo Fiber,6145.74,13.34,98.73,29.49,76.56,1.16,0.7584353648068669,0.3458574933987058,0.6722401633179613,1.4692746737607476,28.71665,0.7671826702631741,0.7856112,0.7763969412583723
Hemp Fiber,5480.83,12.3,89.22,24.35,78.54,1.68,0.8097931885887402,0.3398260802827693,0.666363950891211,1.702560265560764,24.726633,0.7119130923814497,0.839226,0.7755695499214987
Hemp Fiber,6839.86,8.81,93.46,17.59,88.36,2.37,0.8989855793991416,0.3669744856183826,0.7410637149663124,2.014531209318779,19.303345,0.6380015308493951,0.91209996,0.7750507441577603
Recycled Paperboard,4319.22,4.91,79.35,37.21629032258064,81.81,0.88,0.7059146853596762,0.2455857184515561,0.5864940744036174,1.0936778888033678,35.550682,0.8561683448526397,0.6937808,0.7749745623456008
Molded Pulp,3151.85,18.53,89.53,36.49,92.72,1.46,0.7450622973996466,0.2931760782424244,0.6134335248665403,1.1749087066575936,34.163673,0.8369232942725808,0.7124183,0.7746708060336903
Recycled Paperboard,4921.07,22.33,80.96,33.0,86.62,0.64,0.7576004695783893,0.357854680778792,0.6245913719230999,1.1034169455633347,35.468582,0.8538609860829178,0.69488394,0.7743724643434914
Hemp Fiber,5316.39,18.46,86.55,34.52,82.55,1.34,0.7319595177985356,0.3423248830659553,0.6279876388395847,1.6875136643901205,25.20125,0.7154779044593813,0.8328484,0.774163167069626
Corrugated Cardboard,3804.66,25.23,72.7,39.08,88.46510638297873,0.95,0.7094119816079112,0.3343922120709995,0.5714918787314821,0.8795665699625208,39.455692,0.906895190521606,0.6413083,0.7741017490846556
Mushroom Mycelium,1027.4,14.52,95.74,15.33,73.97,1.92,0.8757852840191871,0.2823448030781136,0.6357166601181221,2.204097293205497,16.11102,0.5930898954746222,0.95499593,0.7740429128347385
Bamboo Fiber,6684.73,16.48,85.27,26.77,76.5,1.7,0.7822896995708153,0.3798998598239729,0.6637879589397885,1.576714420858246,27.189167,0.7417282501081204,0.80613637,0.7739323099066603
Mushroom Mycelium,2682.56,8.24,95.84,19.47,77.01,2.06,0.8483236127240595,0.2737745429811953,0.651859354085114,2.034842968412871,19.176208,0.6331893075890401,0.9138083,0.7734987968895366
Hemp Fiber,5115.52,14.69,91.43945454545457,30.02,88.79,1.33,0.7904422039888916,0.3302393640426235,0.6641988963633472,1.4661980859359094,29.236483,0.7679115695881724,0.77862614,0.7732688567602575
Mushroom Mycelium,2390.79,13.68,98.4,15.36,82.49,2.36,0.9010801994445846,0.3060165962589541,0.6790070186270198,2.2103251940230457,16.133883,0.5916143930802429,0.9546887,0.7731515604679626
Starch-Based Packaging,2980.8583333333336,6.472678571428572,97.65,30.16,65.63,1.33,0.7197251426407473,0.2438697906886889,0.5968441010894625,1.5072601249859923,28.61209,0.758183229540466,0.7870162,0.772599721240341
Bamboo Fiber,3049.97,9.38,87.38,34.52,75.88,0.87,0.7119495177985355,0.2491784589470341,0.5813369438431729,1.328834394388317,31.855526,0.80045551364203,0.7434334,0.7719444647658851
Starch-Based Packaging,2980.8583333333336,4.15,98.22,26.25,71.47,2.45,0.7717944988639232,0.2418420672325472,0.6244722234231711,1.8462446171766225,22.761808,0.677871669588286,0.86562777,0.7717497176219018
Bagasse Fiber,3630.95,10.15,98.53,34.94,91.89,1.25,0.7562683337541025,0.2640160561741632,0.643055940954066,1.1968203504080788,34.295307,0.8317320293880259,0.7106495,0.7711907598722356
Bamboo Fiber,6220.65,14.86,94.72,36.51,88.46,1.07,0.7321055743499116,0.3374628030326496,0.6625830519390447,1.1544935513666914,35.097595,0.8417600139628618,0.69986904,0.7708145253186807
Molded Pulp,2933.12,7.56,85.53,38.12,96.89,1.4,0.743169368846251,0.2283619661903781,0.6042168671728281,1.0887335061766337,36.260723,0.8573397585630055,0.68423975,0.7707897518515405
Starch-Based Packaging,3978.48,9.11,94.71,32.35,80.66,1.34,0.745463968694774,0.2723771305771474,0.6281182997712123,1.359892524839827,31.529936,0.7930972805569709,0.74780846,0.7704528684889347
Recycled Paperboard,6592.58,27.22,86.69,34.34,90.17,1.3,0.7564100252461499,0.4139130933171941,0.6638821410064298,1.1659668280889073,34.957684,0.8390417871042538,0.701749,0.7703954069398069
Corrugated Cardboard,6821.5,15.07,87.09,35.82,87.69,1.03,0.7358925195657662,0.3526426820126137,0.6576507801955263,1.0203154153745522,37.639668,0.8735492422646228,0.66571057,0.7696299053463311
Kraft Paper,6821.08,19.56,82.52,44.85,88.34,0.89,0.6580520626104519,0.3528388165663804,0.6155983240921735,0.7919149063865106,41.691345,0.9276614556350979,0.6112673,0.7694643919487135
Starch-Based Packaging,3104.39,5.92,94.73,27.79,71.62,1.47,0.7586368240343347,0.2495633620578633,0.6138588605533168,1.6068513111573204,27.357386,0.7345882754845459,0.803876,0.7692321291229645
Mushroom Mycelium,2846.37,8.26396551724138,99.19,11.98,60.22,2.41,0.8641363948497853,0.2961769614073986,0.6558784901372742,2.426575434690692,12.907347,0.5403807981278036,0.99804443,0.769212614668684
Hemp Fiber,4050.24,28.47,96.22,29.03,71.31,1.15,0.7467499949507699,0.3814155928142071,0.6261215175461623,1.5246419324009732,28.81517,0.75406516484888,0.78428733,0.7691762491686722
Kraft Paper,5121.6,20.56,81.79,49.22,77.96,0.42,0.5882980762433728,0.3119635692396721,0.5506036420637545,0.4865834604284613,47.124573,1.0,0.53825974,0.7691298723220825
Mushroom Mycelium,3361.52,9.07,98.28,11.73,74.11,2.62,0.9080154329714718,0.3115362466503606,0.6907323589160613,2.426169994314174,12.95458,0.5404768542892384,0.9974097,0.7689432778182947
Bamboo Fiber,3294.54,19.27,89.63,27.05,75.55,1.69,0.7769655768745265,0.3237351758963921,0.6172441048175532,1.585313588680431,27.802826,0.7396909516534704,0.7978905,0.7687907179932544
Corrugated Cardboard,5945.82,15.06,74.15,40.21,93.01,1.08,0.7130618101489523,0.323491879728771,0.6122453063894759,0.8256977830900163,41.21532,0.9196576808600414,0.61766374,0.7686607109858984
Hemp Fiber,4804.55,11.52,99.62,22.21,72.42,2.21,0.8103425549103761,0.3273188594715275,0.6726153737769252,1.9225484201890561,21.972431,0.6597939179760788,0.8762348,0.7680143737009453
Recycled Paperboard,5912.9,14.6,81.01,28.64,92.28,1.32,0.8131060944206008,0.3496678115290432,0.6678271285215874,1.0882044706331484,36.687943,0.8574650966558865,0.6784991,0.7679820996241774
Starch-Based Packaging,1856.46,3.36,99.36,25.19,75.05851851851851,1.53,0.7919263760554291,0.217337306616147,0.6205956180423913,1.7568175125181065,24.925873,0.6990585688199282,0.83654875,0.7678036572260499
Bagasse Fiber,2375.29,24.63,97.15,34.67,88.05,1.42,0.7471340949255237,0.3130436903319308,0.614259615864208,1.290054089184413,33.15733,0.8096432696547615,0.7259408,0.7677920466048771
Recycled Paperboard,3701.97,16.03,83.1,36.26,89.03,1.16,0.7360246124715981,0.2922677027892325,0.602539110572643,1.1086957380450804,36.361965,0.8526103446269234,0.6828794,0.7677448664796451
Hemp Fiber,7586.56,6.59,95.07,30.63,73.16,1.8,0.7381621509719768,0.338043393515488,0.6760279202414222,1.8577315849297578,23.175438,0.6751501990767209,0.86006975,0.7676099754081114
Recycled Paperboard,5122.34,19.44,79.06,36.03,86.26,0.86,0.7297469275435495,0.3395407611120713,0.611698555892741,1.0948910174520752,36.629932,0.8558809327248142,0.6792786,0.7675797724308275
Bamboo Fiber,3727.86,13.17,96.3,28.13,78.5,1.62,0.7762725321888413,0.2986738522844221,0.6390953641208184,1.5871058990172915,28.012918,0.7392663209037229,0.7950674,0.7671668752231322
Recycled Paperboard,5565.32,26.24,78.55098360655738,39.08,89.9,1.19,0.713716662458975,0.3757907593787446,0.6132447947524539,1.1127232925376591,36.38414,0.8516561440910785,0.6825814,0.7671187844021066
Recycled Paperboard,5231.43,11.59,83.3,39.29,80.8,0.83,0.6845610704367583,0.2933398039125835,0.5986058655503032,1.0313808928731047,37.828804,0.8709276304210205,0.66316915,0.7670483880025635
Hemp Fiber,5490.62,25.31,85.99,26.18,88.34,1.54,0.8230230295379954,0.4020570475115189,0.6727178357823123,1.6534395336926295,27.109503,0.7235506825757061,0.8072068,0.7653787460482138
Starch-Based Packaging,2105.07,7.04,94.97,25.11618181818182,75.22,1.18,0.7930630892107134,0.2414911076601993,0.6162446907572078,1.7807409957978595,24.944427,0.6933906627476754,0.8362994,0.7648450410753758
Corrugated Cardboard,5641.91,37.52,77.35,43.19,87.56,0.51,0.6703800757384498,0.4247772634946968,0.5917777708925349,0.7238046180947579,43.670708,0.9437980153524883,0.5846702,0.764234100697637
Bamboo Fiber,5321.81,17.43,88.58,36.47,83.93,1.13,0.7188690204493815,0.3322367572464664,0.627511245469213,1.2524329027568262,34.475224,0.8185564094557178,0.7082319,0.7633941677100367
Recycled Paperboard,5643.29,20.14,78.86,25.49,93.12,0.79,0.84345997475385,0.380454456231397,0.6729709191124389,1.1032420653314159,37.13652,0.8539024183742284,0.6724715,0.7631869708295702
Starch-Based Packaging,3979.77,1.72,95.09,31.99,80.05,1.1,0.7468149835900024,0.2354539262800181,0.6290423344359882,1.4392494504374176,31.359188,0.7742961889596375,0.7501028,0.7621995034859375
Recycled Paperboard,3820.55,14.54,79.0,37.21629032258064,87.22,1.17,0.7221446853596762,0.2846599430158807,0.5889184596838462,1.1046960616628896,37.285744,0.8535579403339771,0.67046636,0.7620121518820002
Recycled Paperboard,5396.034374999999,13.86,75.69,37.31,94.96,1.029516129032258,0.7445366523605149,0.3133542616226726,0.6217271778952745,1.0916028353508445,37.559765,0.8566599625625808,0.6667843,0.7617221245308021
Recycled Paperboard,5747.58,28.97,75.65,37.21629032258064,84.41,0.96,0.7137146853596761,0.398231438498993,0.6063265679343512,1.0781530358330258,37.814102,0.8598464634356433,0.6633667,0.7616065694062677
Corrugated Cardboard,4241.97,31.31,84.74,42.97,92.96,0.56,0.6885240292855339,0.3647163528054695,0.5966050686961063,0.7681202458093352,43.282703,0.9332988412781289,0.58988386,0.7615913526020314
Bamboo Fiber,5772.63,26.55,90.42,36.09,80.14,1.38,0.7108567583943448,0.3891927334525886,0.6320108117488714,1.4381647967774276,31.541275,0.7745531630379463,0.7476561,0.7611046349933994
Bamboo Fiber,6548.57,13.91,92.05,29.19,76.18,1.74,0.7599462105528906,0.3578229096963822,0.6654574902565549,1.6081934841979184,28.580122,0.7342702904052888,0.7874458,0.7608580370102005
Recycled Paperboard,6146.73,33.77,72.79,37.94,88.77,1.03,0.7203998762938651,0.4292067504948201,0.6127388138231921,1.099010288913257,37.639927,0.8549050027795353,0.6657071,0.7603060570690889
Starch-Based Packaging,1816.96,6.95,92.15,29.28,71.32,1.5,0.7445709568290835,0.2245903394268671,0.5825846745631292,1.6300428887462806,28.33616,0.7290937711139036,0.7907239,0.7599088454911864
Starch-Based Packaging,3113.95,6.57,95.19,26.3,71.17,2.3,0.7704526912395858,0.2568516468512877,0.6196699059964889,1.662128686461888,27.821785,0.7214920650588625,0.79763573,0.7595638995700654
Recycled Paperboard,7381.92,28.81,73.48,37.6,88.33,1.34,0.7220841681393586,0.4300684671351704,0.6335877748483083,1.1148028475594038,37.497322,0.8511634598779352,0.66762334,0.7593934004807309
Hemp Fiber,7740.16,10.2,98.25,29.13,72.47,1.53,0.7493463797020954,0.3634843826885536,0.6890654683517734,1.640050351976573,28.274805,0.7267228219946829,0.7915484,0.7591355966548426
Molded Pulp,3184.09,17.28,98.76,37.13,91.86,1.22,0.7368271598081291,0.2858199519174198,0.6282677096792446,1.1833120585214334,36.419098,0.8349323881616532,0.6821117,0.7585220343346566
Bamboo Fiber,4862.77,5.67,98.13,26.17,76.8,1.96,0.7884913910628628,0.2885499581968627,0.6642942563937144,1.781326226265771,25.897367,0.693252011060379,0.82349455,0.758373282313179
Corrugated Cardboard,5293.51,26.54,81.9,42.06,83.12,0.98,0.6670449280484726,0.3642119883743123,0.5909109467846625,0.9117202376075436,41.2535,0.8992774048522145,0.61715066,0.7582140345908717
Bamboo Fiber,6193.51,23.38,88.23,36.62,86.96,0.97,0.7266335975763696,0.3802742495572752,0.6457534066345261,1.1947692859012153,36.328682,0.8322179636826723,0.6833266,0.7577722828323945
Corrugated Cardboard,5487.63,19.65,72.77,43.366666666666674,83.03,0.62,0.655229022132458,0.3296099122797267,0.5704980072591593,0.8020827427969054,43.295742,0.9252525112076397,0.5897087,0.7574805985412894
Mushroom Mycelium,3407.13,9.65,95.4,25.77,77.24,1.7,0.7933458520575611,0.2800003579185343,0.6387614198732355,1.8539645845821822,24.79693,0.6760426696210197,0.8382814,0.7571620313360836
Starch-Based Packaging,2399.95,11.87,93.36,23.31,69.97,2.47,0.7932727871749559,0.2768618267472031,0.6139112301057598,1.9488466995858897,23.149422,0.6535633797329599,0.86041933,0.7569913563570347
Hemp Fiber,7886.09,28.59,89.42,25.54,72.62,1.8,0.7815181671295127,0.4697612253505854,0.6875328796531416,1.8103001829025909,25.600891,0.6863875564640866,0.8274784,0.7569329826387816
Corrugated Cardboard,3044.09,38.27,75.25,43.366666666666674,93.71,0.81,0.687269022132458,0.374725103843598,0.5591178547435506,0.8370264669327894,42.802082,0.916973710670908,0.5963421,0.7566578987314501
Hemp Fiber,6587.71,17.21,91.43945454545457,27.54,80.97,1.96,0.788895862156021,0.3796995406903657,0.6806674356929298,1.7247560117345797,27.200195,0.7066545184921187,0.8059882,0.7563213555252036
Mushroom Mycelium,3028.25,13.05,96.18,20.44,74.66,1.67,0.8327025448119161,0.3030793935599024,0.6495010383511381,2.067011944072081,21.2057,0.625567895174097,0.88653755,0.7560527235269899
Starch-Based Packaging,3979.26,5.19,95.01,26.02,68.24,1.52,0.7641368139358746,0.268292024252896,0.6278622158591809,1.714316509922229,27.4699,0.7091278253689478,0.8023641,0.7557459681578016
Recycled Paperboard,6629.53,19.68,82.62,38.73,81.5,1.18,0.6916093158293359,0.364963205107,0.6223387529987523,1.0645238338288827,38.96114,0.863075468003913,0.6479537,0.7555145785511356
Mushroom Mycelium,3287.6,10.5,96.31,14.16,75.31,2.72,0.8901435824286795,0.3112063987884491,0.6788451586622812,2.3934600174753307,15.5547285,0.5482264396727783,0.96247095,0.7553486941844574
Kraft Paper,4570.17,7.51,85.97050847457626,48.69,77.84,0.61,0.5926212370613482,0.2351018144962467,0.552231965810489,0.6367698015873016,46.609177,0.9644181382339054,0.54518527,0.7548017030795839
Hemp Fiber,7042.03,15.74,85.77,22.12,83.13,2.2,0.8432678086341833,0.3951995373867162,0.7011716508273895,2.017312871487492,22.363737,0.637342504748863,0.87097675,0.7541596254155845
Starch-Based Packaging,3799.71,10.24,95.79,33.16,79.01,1.37,0.73335668518051,0.2724430572206302,0.621154718940431,1.5123571191515188,31.284119,0.7569756593951321,0.75111157,0.7540436132077741
Corrugated Cardboard,3767.75,21.06,81.18,43.366666666666674,86.57,0.52,0.665849022132458,0.3014479263714772,0.567877519710781,0.7861777166681436,44.154152,0.9290206996909132,0.578174,0.7535973473544593
Mushroom Mycelium,2936.35,13.42,97.3,27.72,76.47,1.54,0.773805354708407,0.284704908979857,0.6263766248977064,1.7701247928340935,26.833729,0.6959058333245922,0.8109125,0.7534091616078222
Bamboo Fiber,5776.51,28.37,94.96,33.33,77.01,1.23,0.7258545392577631,0.4055642696618864,0.6453525880780522,1.4768856832187236,32.053593,0.765379484405229,0.74077195,0.7530757168482292
Recycled Paperboard,4791.26,24.99,88.34,38.59,88.63,1.37,0.7142363771774802,0.3546983807770134,0.6202156655441639,1.1573879794464743,37.69366,0.8410742715775552,0.66498506,0.7530296661346944
Starch-Based Packaging,3854.69,7.51,96.51,28.36,77.28,1.81,0.7705802171168896,0.2717067291014716,0.6381619143850265,1.693518100970313,28.25635,0.7140553447863034,0.7917964,0.7529258655141081
Mushroom Mycelium,2125.65,8.58,95.08,23.89,72.62864406779661,2.07,0.7961237509360329,0.2528995082558566,0.616243241164015,2.219611493956459,19.018112,0.5894143005951364,0.91593266,0.7526734779648045
Hemp Fiber,5722.35,3.21,91.22,22.53,84.69,1.6,0.8443249861146174,0.3028223642966009,0.6932873854298602,1.5395567171343587,31.095953,0.7505315824700862,0.75364,0.7520857892609373
Recycled Paperboard,6851.31,34.6,78.55098360655738,41.2,88.12,0.92,0.689644019187074,0.4397248030618229,0.6215002880314395,1.0838932556530196,39.16082,0.8584865014939246,0.6452705,0.7518785139515369
Starch-Based Packaging,3050.0,4.17,99.58,27.05,67.66,1.76,0.7532955768745266,0.2413473764275938,0.6176125873542575,1.7734953231603823,27.021362,0.69510729370226,0.8083912,0.7517492535596566
Hemp Fiber,7334.55,11.93,97.81,30.77,87.35,1.33,0.7794950896238322,0.3598615725957104,0.7054750865823016,2.022496830478997,22.6654,0.6361143310626703,0.8669232,0.7515187720338681
Recycled Paperboard,4597.7,18.95,77.48,39.49,86.47,1.07,0.6998038399394091,0.317501240629271,0.5877567442138869,1.1079221311504222,38.873554,0.8527936260982918,0.6491306,0.75096210445387
Hemp Fiber,6167.551694915255,25.76,86.76,31.01,79.85,1.39,0.7548744130270133,0.406095888386532,0.6494342485786029,1.6345343988646759,29.737577,0.7280296510952613,0.7718928,0.7499612185606311
Hemp Fiber,6691.22,28.34,87.41,25.51,79.87603448275863,1.83,0.803551355152391,0.443972598721021,0.6796964088930324,1.8235072967709365,26.47875,0.6832585522126577,0.8156824,0.7494704817032527
Recycled Paperboard,6639.12,27.51,82.92,43.22,81.21,0.83,0.6510649911638475,0.3939376963376559,0.6055041124602716,0.9945593283812321,41.1398,0.8796513253166532,0.6186785,0.7491649177528548
Recycled Paperboard,6137.83,32.62,71.62,39.37,93.39,0.61,0.7216241782378188,0.4195220462368078,0.6140836042936936,1.0950022112013431,39.457195,0.8558545889136182,0.64128804,0.7485713154910498
Recycled Paperboard,6175.41,6.84,71.4,38.91,80.05,1.16,0.6856688083817217,0.2893868796235631,0.5892849910728278,1.1406154515353861,38.66395,0.845047986930066,0.651947,0.7484975042072205
Mushroom Mycelium,1408.41,7.98,98.96,13.96,84.97,2.83,0.9208908129260288,0.2601384456207277,0.6752310995051645,2.5407386117345285,14.01535,0.5133334757614123,0.9831559,0.7482446909809106
Recycled Paperboard,6099.17,24.94,85.93,38.31,87.14,1.18,0.7122404998737691,0.3820584729618344,0.6336527066490996,1.153596395117057,38.488113,0.8419725665119869,0.65430987,0.7481412176622739
Recycled Paperboard,5016.61,23.81,83.4,41.42,81.72,0.82,0.6685000656399899,0.3461450594279135,0.5892651107103217,1.043648757647173,40.468384,0.8680211512752614,0.6277005,0.74786082945805
Mushroom Mycelium,2275.6799999999994,14.94,96.07,10.63,73.6,2.35,0.9162052007068922,0.3220446342470511,0.6726977986477589,2.2781585995568268,18.790258,0.5755434318982688,0.91899437,0.7472688995104595
Corrugated Cardboard,4677.88,14.94,89.24,43.32,93.54,0.82,0.687171375915173,0.2889385806890376,0.6121759677627933,0.9197112605921056,42.770363,0.8973841869136695,0.59676826,0.7470762234579029
Recycled Paperboard,3806.72,12.9,87.05,33.62,86.87354838709678,0.82,0.7528827001978972,0.2850530094250979,0.6177487516349442,1.1195307439170283,39.267082,0.8500433356819306,0.6438427,0.7469430164127426
Corrugated Cardboard,6397.83,39.99,77.71,53.22,86.43,0.79,0.5783634662963899,0.427661597025095,0.5639201312100373,0.8067852810121922,44.78817,0.9241383948143976,0.5696546,0.7468964893726835
Starch-Based Packaging,2103.02,2.07,94.80654545454549,25.62,69.94,1.77,0.7727712749305731,0.2147159178110267,0.6034178682608644,1.882497354630721,25.978224,0.6692827401105382,0.8224081,0.7458454101057757
Starch-Based Packaging,3746.81,2.95,96.61,25.11618181818182,77.81,2.38,0.8008330892107135,0.2543159086846853,0.6500415551380871,1.9162494562688241,25.422812,0.6612862565053348,0.8298713,0.7455787766939821
Corrugated Cardboard,5009.29,20.78,88.24,36.51,85.73,0.61,0.7239155743499117,0.3428677741168042,0.6254566069139476,0.9908547404911772,41.741856,0.8805290092204436,0.61058855,0.7455587798940353
Bamboo Fiber,5193.43,6.63,88.65,33.32,82.29,1.84,0.7417829007826306,0.2822200955439999,0.6343192079298474,1.4963797890571997,32.834297,0.7607609779961497,0.7302815,0.7455212251011327
Corrugated Cardboard,4623.48,37.19,74.07,40.62,88.11,0.62,0.6947389876293866,0.4086214543803635,0.5803278158435135,0.8694504235437084,44.000977,0.9092918886547543,0.58023226,0.7447620756330717
Recycled Paperboard,4220.54,4.79,77.03,40.04,86.72,1.2,0.695693956071699,0.2358119115149449,0.5794530903069233,1.0865163526184127,40.176403,0.8578650423592156,0.6316239,0.7447444830688748
Kraft Paper,4649.23,9.66,85.97050847457626,47.86,87.75,0.76,0.6296852436253471,0.2498381942588609,0.576415065270871,0.7565624194190892,46.107746,0.9360370994829766,0.55192316,0.7439801276337918
Kraft Paper,4169.3,13.34,86.16,48.74,83.49,0.86,0.6091294294370109,0.256594762843725,0.5575363019410011,0.7716878056004852,45.841827,0.932453621810423,0.55549634,0.7439749784200125
Starch-Based Packaging,1928.69,6.81,94.33,31.64,82.46,2.08,0.7571376369603634,0.2202138027255449,0.6020164146113155,1.6542386223035879,30.364752,0.7233613640246674,0.7634653,0.743413324662938
Hemp Fiber,7323.64,22.83,97.27,25.81983333333333,80.42,2.2,0.802445517125305,0.4279745357939867,0.7091114454722658,1.9489533733206028,25.246046,0.6535381067949992,0.83224654,0.742892324385964
Hemp Fiber,7309.37,32.85,86.31,22.74,88.56,2.16,0.854079394092401,0.4867883010036445,0.7148902004816431,2.0600302554522427,23.2941,0.6272219835382464,0.85847527,0.742848625712681
Recycled Paperboard,4332.51,14.68,80.91,44.79,83.21,1.15,0.6431922317596566,0.2767896795287032,0.5639415330882547,1.1146687189644195,39.995174,0.8511952373690759,0.63405913,0.7426271842572766
Bamboo Fiber,5284.19,25.81,95.13,30.47,76.59,1.74,0.749865935369856,0.3895407695004995,0.6480867021095126,1.6438269006282198,30.723747,0.7258280892843778,0.75864136,0.7422347257373122
Bamboo Fiber,3991.16,7.8,86.4,27.07,76.38,1.7,0.7792788538247917,0.2792569144510002,0.623110610109588,1.7573544982475662,28.74097,0.6989313471841352,0.7852844,0.7421078735852011
Corrugated Cardboard,6716.96,29.63,72.19,44.02,82.46,0.8552000000000001,0.6477460691744508,0.4043801644720346,0.5846920707648543,0.88380031595178,44.178177,0.9058921394892672,0.5778512,0.7418716578755845
Corrugated Cardboard,5756.79,30.79,84.56,45.01,93.34,0.95,0.6716382782125726,0.3880685820703682,0.6126541340841668,0.8643517981227467,44.575108,0.9104998452740176,0.5725175,0.7415086797514192
Starch-Based Packaging,3179.18,1.19,95.14,24.26,75.05851851851851,2.24,0.8001439978681029,0.2357824483615451,0.6360787015466688,1.979955678922701,24.950438,0.6461930996268881,0.83621866,0.7412058773681468
