Material_Type,Strength_PSI,Weight_Capacity_KG,Biodegradability_%,CO2_Emission_Score_%,Recyclability_%,Cost_per_KG_USD,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score
Starch-Based Packaging,2980.8583333333336,2.21,90.01,15.84,84.19,1.04,0.9019388462509467,0.2581847847529614,0.6728960046989592
Aluminum Packaging,13955.23,36.04,1.91,68.38,94.71,4.34,0.4692473945973239,0.524641078362664,0.48791966787154833
Mushroom Mycelium,1182.98,8.26396551724138,95.52,29.73,75.73,2.46,0.7538246882100479,0.2171419415074556,0.5866652051840501
Recycled PET (rPET),10356.12,16.566981132075473,12.878653846153847,61.1,88.89,2.3,0.5161145847008332,0.36921174792634004,0.4702730217059646
Aluminum Packaging,15631.39,27.254200000000004,3.22,63.68,94.95,2.61,0.511497311285029,0.5259833852061886,0.5346854670231405
Kraft Paper,6511.64,9.15,77.0,42.46,78.63,0.73,0.6500404670537743,0.2991762134777126,0.5894020253078645
Bamboo Fiber,3253.86,28.21,90.13,25.07,89.1,1.3,0.8351111587982831,0.37369613093200643,0.6522155903290712
Cotton Fiber,3723.53,4.8,81.06,38.54,64.09,1.98,0.6410581848018176,0.22942442504514504,0.5402731209575051
Recycled PET (rPET),9797.69,18.85,15.5,51.41,92.1,1.4,0.6113669022973997,0.39388174794642417,0.5100197817903097
Recycled Paperboard,5199.05,7.56,89.72,44.46,88.71,0.74,0.6626081620802827,0.2589758563781355,0.6072019686576189
Hemp Fiber,5839.46,29.15,85.16,27.58,86.62,2.48,0.8054924160565513,0.42537186042745045,0.6676971733517696
Bamboo Fiber,5321.81,17.43,88.58,36.47,83.93,1.13,0.7188690204493815,0.33223675724646645,0.627511245469213
Mushroom Mycelium,1376.04,7.23,95.03,14.45,66.84,2.75,0.8621710982075234,0.2543931807001949,0.6287473591186489
Corrugated Cardboard,4657.43,35.75,80.56,48.6,82.2,1.09,0.6064964907851552,0.38179647539978545,0.5518063414640859
Aluminum Packaging,10178.47,6.15,3.53,66.12,85.94,3.78,0.4629070992173693,0.2995174722091466,0.4239035035997086
Kraft Paper,4574.65,11.02,93.87,29.98,80.47,0.78,0.7658356500883615,0.3004110913671847,0.64423079643529
PHA Bioplastic,8195.78,9.14,88.71,42.29,56.8,2.87,0.586052612976521,0.33420418919605505,0.5958191080091922
Molded Pulp,1800.38,8.33,94.72,26.48,94.66,1.44,0.8393321837919717,0.23838781146562024,0.6447578762121298
Hemp Fiber,4178.48,32.95,90.56,33.13,70.8,1.93,0.7089917697551122,0.3966539406863577,0.6002215068705381
Plywood (Lightweight),8857.93,40.04,66.18,53.78,50.16,3.95,0.46460522090381207,0.4771188234621877,0.504135208150383
Hemp Fiber,7522.75,14.04,91.43945454545457,16.87,86.47,2.34,0.8996776091895986,0.40963523266420204,0.7465022517542726
Recycled Paperboard,5231.43,11.59,83.3,39.29,80.8,0.83,0.6845610704367583,0.2933398039125835,0.5986058655503032
Recycled PET (rPET),8193.47,25.94,12.7,70.76,75.98,2.36,0.3920273516788689,0.3483464473651966,0.3741423734547784
Recycled Paperboard,3806.72,12.9,87.05,33.62,86.87354838709678,0.82,0.7528827001978972,0.2850530094250979,0.6177487516349442
PHA Bioplastic,8310.96,11.85,84.81,50.75,58.27433333333333,3.89,0.5157217629386518,0.3290988922279745,0.5606991328094496
PLA Bioplastic,6578.72,5.12,72.68790322580645,69.5,59.94,1.83,0.35504090381216863,0.21164525698060488,0.4420250440562354
Plywood (Lightweight),13296.24,39.92,54.76,46.07,70.8,2.0,0.594651956576622,0.587284022687545,0.62023360769194
Plywood (Lightweight),8519.36,20.99,63.99,41.31,71.36,2.66,0.6383920424135319,0.40404271476444353,0.584148924909587
Plywood (Lightweight),10822.36,57.92,51.49,48.94,53.92,4.32,0.5186521989396617,0.6213531150984462,0.5308841552330792
Plywood (Lightweight),9875.07,13.02,60.35510204081632,57.55,63.68,4.2,0.4718529260287806,0.35010584880142137,0.5209311018080179
Kraft Paper,5854.9,13.54,83.17,35.313870967741934,76.93,0.52,0.7080847528727675,0.3261952188753093,0.6152834711199183
Molded Pulp,3184.09,17.28,98.76,37.13,91.86,1.22,0.7368271598081291,0.2858199519174198,0.6282677096792446
Starch-Based Packaging,3536.72,8.29,94.14,29.56,69.93,1.97,0.7379268341327947,0.26613107897291616,0.609265877320794
PHA Bioplastic,6703.11,3.61,83.85,53.49,57.04,2.73,0.48780770512496835,0.2468879259181577,0.521121879333018
Plywood (Lightweight),12621.11,17.04,55.04,48.54,56.83,2.66,0.53091665993436,0.44994477408703215,0.5730827747049907
Bagasse Fiber,2795.03,5.49,95.33,29.58,87.63,0.88,0.7908501110830597,0.2364765634102589,0.6355279390281406
Kraft Paper,7583.45,6.59,91.52,27.69,88.15,0.84,0.8091104392830093,0.3454017754961295,0.7099856641930927
Molded Pulp,3184.19,11.33,91.01,23.08,97.13,0.82,0.8767851022469073,0.2908112926682971,0.6764984450221315
PLA Bioplastic,7699.57,11.44,60.0,62.1,53.26,2.44,0.40038843221408726,0.2857651739830647,0.4485800575745691
Recycled Paperboard,6146.73,33.77,72.79,37.94,88.77,1.03,0.7203998762938651,0.42920675049482016,0.6127388138231921
Starch-Based Packaging,3766.27,6.75,99.06,29.77,75.93,1.93,0.7540712421105782,0.26243439872638324,0.6338635843902236
Bamboo Fiber,6145.74,13.34,98.73,29.49,76.56,1.16,0.7584353648068669,0.34585749339870586,0.6722401633179613
Corrugated Cardboard,3318.92,35.81,79.56041666666668,35.44,82.3,1.12,0.7230802575107296,0.3877888643456782,0.579186682227588
Cotton Fiber,3343.23,17.93,88.13,35.47,65.83,1.64,0.6734051729361272,0.296614926748398,0.5636662361952453
Starch-Based Packaging,3113.95,6.57,95.19,26.3,71.17,2.3,0.7704526912395858,0.25685164685128775,0.6196699059964889
Hemp Fiber,5559.3,8.43,93.04,30.72,87.41,1.7308620689655172,0.7801168972481696,0.3055329292945406,0.66884051751431
PLA Bioplastic,8339.35,2.92,84.18,45.18,65.68,2.27,0.5871561322898258,0.29799715163576473,0.5957803154337811
Corrugated Cardboard,6824.63,39.56,85.81,51.43,94.82,0.92,0.6193501792476648,0.43875890508994964,0.6102823991540245
Recycled PET (rPET),7500.01,3.01,17.32,70.88,80.48,2.08,0.4044670133804595,0.21630676933818863,0.38123752149888673
Recycled Paperboard,7297.0,27.74,71.44,46.64,81.0,0.69,0.6202153496591769,0.40001721967452025,0.5792991246690464
Cotton Fiber,5856.04,11.51,81.69,41.95,66.95,2.2,0.6195069048220145,0.29906541255464325,0.5672472962630928
Starch-Based Packaging,2980.8583333333336,6.472678571428572,97.65,30.16,65.63,1.33,0.7197251426407473,0.24386979068868894,0.5968441010894625
PLA Bioplastic,6282.31,4.19,65.53,55.43,71.55,2.471724137931034,0.5141955693006817,0.23630381409478024,0.49962164865621594
Starch-Based Packaging,2309.15,10.99,92.03,27.04,69.97,1.64,0.760313938399394,0.26106866862158307,0.5957219693784779
Recycled Paperboard,4791.26,24.99,88.34,38.59,88.63,1.37,0.7142363771774802,0.35469838077701343,0.6202156655441639
PLA Bioplastic,8987.89,13.22,64.28,60.42,69.86,3.01,0.4650331683918202,0.3256316764037005,0.516591236310018
Starch-Based Packaging,3746.81,2.95,96.61,25.11618181818182,77.81,2.38,0.8008330892107135,0.25431590868468534,0.6500415551380871
Kraft Paper,7112.55,23.12,89.14,28.11,88.85,0.46,0.807499255238576,0.41933537104331553,0.6977635825768473
Plywood (Lightweight),12348.21,40.74,58.03,59.74,50.13,3.69,0.4118517520828074,0.5374682909947104,0.5190447808416555
Recycled PET (rPET),10187.6,29.54,19.67,73.55,74.01,1.33,0.36146448624084826,0.4007732459218243,0.40436309916553315
Corrugated Cardboard,6821.5,15.07,87.09,35.82,87.69,1.03,0.7358925195657662,0.35264268201261373,0.6576507801955263
Starch-Based Packaging,3277.8,4.78,94.45,29.62,84.39,1.08,0.78077666498359,0.24267094400747202,0.6345840192056944
Kraft Paper,7315.9,15.46,91.37,42.24,77.13,0.61,0.6474844206008583,0.3486045440763523,0.628417118790816
Cotton Fiber,3156.72,3.39,87.45,34.01,78.6,1.97,0.724615955566776,0.22197584491935618,0.5904956592854296
Starch-Based Packaging,2134.79,6.57,94.4,18.16,67.89,1.13,0.8325389724816965,0.2572564702421395,0.6272445581776034
Bamboo Fiber,6312.71,3.0,99.57,23.95,81.75736842105263,1.51,0.8229797548465964,0.3103078417644795,0.7078727703852581
Recycled PET (rPET),7791.65,18.13,19.14,49.97,89.03,1.69,0.6148809618783135,0.35255577745766753,0.4856662983807757
Recycled PET (rPET),10872.38,24.18,7.11,47.73,84.62,2.03,0.6214439434486241,0.452588665640671,0.5087804332227448
Kraft Paper,5324.76,13.45934426229508,87.3,40.57,80.67,0.71,0.6728607952537238,0.3016050559142943,0.602947564805301
Cotton Fiber,3952.2,7.25,93.65,31.04,68.56,2.82,0.720739328452411,0.26561499479593953,0.6063513139945035
PLA Bioplastic,6830.08,5.74,73.92,56.62,56.73,1.88,0.45922054784145416,0.25251008653502094,0.49072618210056623
Aluminum Packaging,11956.74,12.63,3.16,80.21,88.31,3.17,0.34551571067912146,0.33372904882631327,0.4019849612101094
Bagasse Fiber,4427.68,23.4,90.35,16.73,93.72,0.88,0.922664670537743,0.39426056467891324,0.7115919120555176
PHA Bioplastic,8333.7,10.42,99.5,42.36,45.19,3.34,0.5506040823024488,0.34342245221363266,0.5960659943387436
Bagasse Fiber,3630.95,10.15,98.53,34.94,91.89,1.25,0.7562683337541025,0.26401605617416324,0.643055940954066
Hemp Fiber,6902.57,13.47,96.05,16.79,82.85,2.46,0.8895245013885382,0.3941573434983015,0.7392266185339276
Hemp Fiber,5115.52,14.69,91.43945454545457,30.02,88.79,1.33,0.7904422039888916,0.3302393640426235,0.6641988963633472
Recycled Paperboard,3820.55,14.54,79.0,37.21629032258064,87.22,1.17,0.7221446853596762,0.28465994301588077,0.5889184596838462
Bamboo Fiber,4029.57,22.29,96.58,36.39,83.46,1.44,0.7181659126483211,0.33074931936138924,0.6229516075987923
Plywood (Lightweight),11664.45,57.32,60.35510204081632,50.09,53.88,2.75,0.508370623579904,0.6327014591858158,0.5571929895165194
Mushroom Mycelium,2936.35,13.42,97.3,27.72,76.47,1.54,0.773805354708407,0.284704908979857,0.6263766248977064
Starch-Based Packaging,3294.45,2.12,91.65,16.68,66.74,1.85,0.8421664781620802,0.2620549751617253,0.6429375512114164
Plywood (Lightweight),11367.03,10.96,62.61,45.4,57.27,3.62,0.5599821787427417,0.4009226918433679,0.5816590094156027
Recycled PET (rPET),9027.73,17.64,15.48,45.49,70.82,1.31,0.5998369250189346,0.38678730148335494,0.47795727134659294
Hemp Fiber,4352.76,33.8,87.36,34.11,88.48,2.02,0.7533723403181014,0.4021200171647489,0.6281525433070461
Starch-Based Packaging,3738.32,10.41,96.42,25.61,66.63,2.44,0.7629296364554405,0.2911117451090578,0.6253000785695788
Mushroom Mycelium,1321.39,8.11,95.64,20.05,74.48,2.78,0.835608644281747,0.24363914732872732,0.6231986470427953
Recycled PET (rPET),11319.44,4.47,8.14,67.19,71.25,2.04,0.40938241605655135,0.31168424878019113,0.4173076536948032
Kraft Paper,5979.862698412697,17.29,85.33,30.38,84.84,0.89,0.7754111890936632,0.3604334305449468,0.656040681400681
Bagasse Fiber,2355.01,24.5,94.3,15.4,87.86,1.78,0.9168367533451147,0.3606097906687008,0.6808344001498778
PLA Bioplastic,9125.59,1.24,62.29,46.77,50.32,1.7,0.5270266498359,0.3015528029519773,0.5273431575386078
Mushroom Mycelium,2939.98,6.61,99.32,23.42,70.0,2.65,0.7923908104014137,0.26074814313172073,0.6338208540796498
Mushroom Mycelium,3098.15,3.88,99.71,20.38732142857143,74.73,1.75,0.833378020701843,0.2576730720166295,0.6579869108415414
Starch-Based Packaging,2098.97,9.76,91.0,17.48,75.05851851851851,1.35,0.8600531117282391,0.27457844972260814,0.6367964853999342
Mushroom Mycelium,1166.11,10.63,99.62,27.7,83.91,2.41,0.7963020777581418,0.23404089961051322,0.6186613713063883
Aluminum Packaging,14906.820204081634,15.78,4.93,63.22,92.34,4.37,0.5077319414289321,0.4534554212504601,0.523450574094106
PLA Bioplastic,8654.05,5.47,64.19,43.6,62.01,2.471724137931034,0.5901072532188841,0.32152430369435203,0.5592556783765391
Aluminum Packaging,17990.08,43.9,2.3,69.62,88.63,4.72,0.44005056551375904,0.6447912092651632,0.5341054379648165
Molded Pulp,2702.16,13.17,87.55,24.56,86.29,1.38,0.8311875965665236,0.2865836566934511,0.6348481028816324
PHA Bioplastic,8798.09,7.55,83.47,61.72,63.02,2.78,0.4330261701590507,0.28939754147133867,0.5334817483410347
Kraft Paper,5016.43,13.36,93.41,47.49,79.57,0.78,0.608414620045443,0.2772821069592877,0.5820177598886486
Mushroom Mycelium,1239.37,2.72,98.5,20.38732142857143,60.54,2.52,0.790808020701843,0.21348733065859066,0.5985019071047025
Hemp Fiber,7019.05,17.9,89.76,32.61,79.87603448275863,1.31,0.740814672496496,0.379309102172653,0.6625730922382173
Bamboo Fiber,5936.9,18.8,87.43,29.68,82.59,0.96,0.7748464958343853,0.36905238884743735,0.6577332062848784
Molded Pulp,1876.82,3.24,91.54980769230768,28.15,85.96,1.14,0.7984758091391062,0.2096685851076005,0.6158658741961812
Molded Pulp,3053.02,14.82,85.9,29.6116,92.52,1.48,0.8052408886644786,0.28950188330300825,0.6302884783659064
Mushroom Mycelium,1333.49,3.63,99.82,17.61,82.31,1.57,0.8806588563494067,0.22709733741440508,0.6566546559309613
Cotton Fiber,4354.987258064515,5.79,83.48,35.11,73.17,2.95,0.6986061878313556,0.25614737401034293,0.5860114436384042
Starch-Based Packaging,3231.83,1.56,98.62,19.35,82.67,1.35,0.866363951022469,0.25115703728756306,0.6776755465061148
PLA Bioplastic,7295.05,14.32,72.09,52.85,74.68,2.97,0.5463828427164856,0.31554924064095063,0.5444136776237389
Mushroom Mycelium,2116.19,8.37,99.19,15.14,67.37,2.87,0.8576641529916688,0.2737194368154425,0.6469446020720108
Mushroom Mycelium,3040.68,4.2,95.61,20.9,76.25,2.74,0.8334079146680131,0.2568356945973327,0.6499896026401721
Recycled Paperboard,7400.84,20.11,73.68,25.68,85.33,0.91,0.8184111057813683,0.41598147172917765,0.6734202809428522
Corrugated Cardboard,5641.91,37.52,77.35,43.19,87.56,0.51,0.6703800757384498,0.42477726349469686,0.5917777708925349
Molded Pulp,2311.8,19.5,85.72,25.57,94.26,0.88,0.8461730825549103,0.308430686066441,0.6372757396018731
Hemp Fiber,4804.55,11.52,99.62,22.21,72.42,2.21,0.8103425549103761,0.3273188594715275,0.6726153737769252
Mushroom Mycelium,3476.97,14.52,95.23,15.23,76.07,1.99,0.8829688992678615,0.3329954803734567,0.6770728909787862
Hemp Fiber,6500.54,33.34,95.48,21.55,88.08,1.59,0.8631544155516284,0.4756617185206744,0.7243159942931436
Recycled Paperboard,3701.97,16.03,83.1,36.26,89.03,1.16,0.7360246124715981,0.29226770278923253,0.602539110572643
Plywood (Lightweight),11680.39,68.77,60.04,63.07,55.49,2.39,0.3985073643019439,0.6589176979427581,0.5108738033626483
PHA Bioplastic,7092.53,9.35,82.27,56.6,48.22,2.94,0.43386727089118904,0.2764541593015658,0.49455010678540795
Plywood (Lightweight),8328.91,36.57,55.62,48.41,71.39,3.33,0.575745359757637,0.46201514446971637,0.5376245577281328
Mushroom Mycelium,1663.26,2.9,97.92,25.03,67.79,1.67,0.771534604897753,0.2114097306902385,0.6008000994046176
Plywood (Lightweight),13221.25,40.73,70.1,50.96,58.61,2.26,0.5148731709164351,0.5775453779136334,0.6068921911536241
Mushroom Mycelium,2891.39,8.26396551724138,98.42,16.62,82.79,1.99,0.8908466473112849,0.2853890033208828,0.6826001655201139
Hemp Fiber,6002.78,4.9,91.43945454545457,31.47,73.49,2.35,0.7317297828831102,0.29467974724095414,0.641798931347156
Recycled Paperboard,5750.68,25.06,77.23,49.8,86.87354838709678,1.3,0.6099137529623506,0.34649545899958223,0.5668114465707824
Kraft Paper,5932.81,24.63,78.16,28.43,89.03,0.68,0.8052116864428174,0.4019908119380674,0.6567233312446805
Plywood (Lightweight),10765.35,18.82,57.34,55.03,59.27,3.14,0.4808900302953799,0.4044978912336122,0.5293549752987255
Recycled PET (rPET),7856.83,23.43,10.38,68.04,85.66,1.45,0.4451016864428174,0.3354286574326119,0.3939630908950647
Aluminum Packaging,17895.31,41.55,2.620204081632653,61.45,98.81,3.08,0.542781931330472,0.6514285518735949,0.5845833375181002
Aluminum Packaging,12935.16,15.66,2.82,64.62,86.81,4.41,0.4787713279474879,0.4087406552888229,0.4724400723388019
Starch-Based Packaging,3799.71,10.24,95.79,33.16,79.01,1.37,0.73335668518051,0.2724430572206302,0.621154718940431
Bagasse Fiber,3666.67,17.45,90.61,29.94,94.3,1.67,0.8076790961878313,0.31477158653941295,0.6515042960385911
Aluminum Packaging,10532.75,46.59,0.88,74.19836734693877,89.79,4.51,0.4030754134958705,0.49358390302439226,0.4011723164186753
Plywood (Lightweight),10403.37,17.68,51.96,58.23,68.57,4.45,0.48051434233779344,0.3831314700973868,0.5194793573725276
PHA Bioplastic,7542.11,9.41,84.88,39.54,57.35,3.47,0.6120020323150719,0.32908126707224805,0.5895781020262362
Recycled PET (rPET),11637.34,21.8,11.03,74.44,72.74,2.0,0.3497903105276445,0.38870210133321553,0.40352426079047604
Recycled Paperboard,5565.32,26.24,78.55098360655738,39.08,89.9,1.19,0.713716662458975,0.3757907593787446,0.6132447947524539
Cotton Fiber,4961.95,18.37,83.13,41.36,66.27,2.48,0.6226802347891947,0.31730309201157086,0.5572082875130371
PHA Bioplastic,8393.57,1.02,85.3,50.20177419354839,55.67,3.38,0.5127529697616273,0.276701037801875,0.5598223668623101
PLA Bioplastic,9426.74,8.37,66.84,68.4,53.64,2.38,0.3458606715475889,0.2896679737840852,0.4658290104015509
PHA Bioplastic,8159.28,7.63,84.58,37.51,64.56,3.73,0.6515694218631658,0.33778523077683636,0.6206082797538747
Corrugated Cardboard,6244.87,19.31,75.45,34.67,91.21,0.85,0.7566140949255238,0.3654035355935472,0.636842281009083
Hemp Fiber,5171.53,33.23,90.0,24.1,74.99,1.36,0.8013522267104266,0.4413169601943159,0.6569996735345363
Corrugated Cardboard,3804.66,25.23,72.7,39.08,88.46510638297873,0.95,0.7094119816079112,0.33439221207099956,0.5714918787314821
Starch-Based Packaging,3429.61,10.03,90.3,24.2,83.4,1.26,0.8256986114617522,0.2863732352926809,0.6471625387226887
Mushroom Mycelium,1155.87,3.22,98.39,11.37,73.02,2.44,0.9079264478667002,0.2370961159769203,0.6561010959477633
Mushroom Mycelium,3217.87,1.08,99.49,17.41,61.33,2.85,0.8194860868467558,0.25330855660065776,0.6438686792132262
Starch-Based Packaging,2425.88,4.76,90.98,33.95,80.31,1.39,0.7302761247159807,0.21410923475231977,0.589933251919776
Bagasse Fiber,4956.79,5.36,90.98,25.741525423728813,85.41,1.75,0.8181074577554889,0.28997797353441934,0.6702719066459643
Kraft Paper,6395.95,13.45934426229508,92.32,35.5,75.69,0.76,0.7027200883615248,0.3364438504947826,0.6387675654255454
Bagasse Fiber,4883.91,22.53,97.56,27.8,80.06,0.78,0.7838684625094672,0.3712427275141468,0.6638265230531339
Bamboo Fiber,5193.43,6.63,88.65,33.32,82.29,1.84,0.7417829007826306,0.28222009554399996,0.6343192079298474
Corrugated Cardboard,5822.78,37.05,82.46,30.5,88.15,0.79,0.7842808507952537,0.4581281166009943,0.6540360284924681
Recycled Paperboard,7381.92,28.81,73.48,37.6,88.33,1.34,0.7220841681393586,0.43006846713517044,0.6335877748483083
Corrugated Cardboard,5933.63,38.15,70.75,39.62,87.97,0.52,0.7031551401161322,0.44301953614769785,0.5974040017827625
Recycled Paperboard,4101.62,16.88,71.07,41.13,81.75,0.97,0.6711525498611461,0.29254985947597756,0.5516171955218334
Corrugated Cardboard,5624.16,27.77,85.04,52.36,88.46,1.02,0.5920525574349911,0.3513125794615766,0.573974732730385
Aluminum Packaging,16138.97,24.52,2.81,78.29,90.81,3.45,0.3699811234536733,0.4855346969234039,0.47808995809511506
Bamboo Fiber,4862.77,5.67,98.13,26.17,76.8,1.96,0.7884913910628628,0.2885499581968627,0.6642942563937144
PLA Bioplastic,8015.48,4.06,74.79,54.54316666666667,52.07,2.94,0.463591763864344,0.27353552238221224,0.5093044965599415
Recycled PET (rPET),8607.51,28.25,15.4,65.22,84.18,2.6,0.4655796364554406,0.3826854186992275,0.42331681151068035
Bagasse Fiber,2337.18,17.11,96.33,31.77,88.91,1.28,0.7753389371370865,0.2810563966523666,0.6247318198576638
Corrugated Cardboard,5864.69,10.57,83.87,44.1,86.38,0.95,0.6587991769755113,0.28899988433526635,0.6024636900264448
Molded Pulp,2218.57,12.35,95.46,32.21,97.7,0.9,0.7978210300429183,0.2531200010859735,0.6370734185526296
Cotton Fiber,5388.47,19.14,90.31,41.82,73.13,1.36,0.6391956046452916,0.32886179651138125,0.5901436330105749
Aluminum Packaging,19039.93,36.49,4.81,85.49,87.0,3.51,0.29493082554910377,0.5883644444474745,0.49197246162034075
Plywood (Lightweight),10011.23,74.23,57.13,58.57,63.82,3.16,0.4632600504922999,0.6639079594076129,0.5129921824169962
Recycled PET (rPET),8702.5,21.94,18.34,71.51,70.61,1.41,0.3692902373138095,0.3364341245338074,0.3797093095187132
Recycled Paperboard,4924.23,24.16,84.18,25.97,84.08,1.029516129032258,0.812098621560212,0.3850427390259613,0.6526292899769914
Bagasse Fiber,2536.78,22.15,90.69,20.55,81.39,1.24,0.8519205680383741,0.3393088815817672,0.6439686429856564
Plywood (Lightweight),11097.72,15.41,54.9,52.43,60.36,4.48,0.5071340267609189,0.4004309117842278,0.5416243127643118
Bamboo Fiber,5552.06,26.13,98.46,20.36,77.61,1.92,0.8422594370108558,0.422215212149502,0.6992132531758031
Bagasse Fiber,3693.35,16.59,91.08,29.47,88.21,1.6,0.7935620878566019,0.3121013405089024,0.6424568767192144
Aluminum Packaging,18231.51,13.43,3.51,70.92,90.66,3.44,0.4346535672809896,0.49038015427820036,0.5393905456412688
Hemp Fiber,6629.81,8.93,95.61,22.78,72.0,1.0,0.804045947992931,0.35016485379229456,0.6897530968589463
Bagasse Fiber,4076.02,23.16,94.95833333333331,29.4,82.43,0.7,0.7768406185306741,0.353809022159143,0.6448320484761637
Bagasse Fiber,2281.38,3.07,93.5,23.85,85.66,1.2606666666666666,0.835571264832113,0.22797707134216638,0.641696978227525
Kraft Paper,6152.88,6.34,80.38,28.55,85.34,0.95,0.793081348144408,0.31251687634031156,0.656729631443873
Corrugated Cardboard,5756.79,30.79,84.56,45.01,93.34,0.95,0.6716382782125726,0.38806858207036826,0.6126541340841668
Bamboo Fiber,5118.850689655172,29.39,92.58,39.25,80.33,1.73,0.6835045165362281,0.3823130713226541,0.6146605995974501
Kraft Paper,7105.97,7.8,92.42,41.84,85.06,0.89,0.6748088815955566,0.3060534216194054,0.6446548264497843
Hemp Fiber,6807.19,10.04,91.43945454545457,20.86,78.36,1.4,0.8400913607674829,0.36434806133793024,0.7041308153424176
Bagasse Fiber,3854.54,18.83,96.71,23.36,90.52,1.2606666666666666,0.8544809795506185,0.34231852121452655,0.6839746527311332
Plywood (Lightweight),12931.68,15.35,68.52,63.65,61.49,3.5,0.4113823958596314,0.4095298184776355,0.5569643873748162
Starch-Based Packaging,3070.25,11.4,97.36,25.02,75.05851851851851,1.23,0.793428521978176,0.2839279091004948,0.6359646600297164
Bamboo Fiber,3727.86,13.17,96.3,28.13,78.5,1.62,0.7762725321888413,0.2986738522844221,0.6390953641208184
Kraft Paper,4169.3,13.34,86.16,48.74,83.49,0.86,0.6091294294370109,0.256594762843725,0.5575363019410011
Kraft Paper,4959.01,14.12,85.97050847457626,31.01,83.91,0.44,0.7670544130270132,0.3215998277634701,0.6373248419221673
PHA Bioplastic,7082.8,5.98,90.36,58.3,61.38,2.95,0.4583258116637212,0.254697781496503,0.5304800151075199
Mushroom Mycelium,3298.54,3.3,98.52,29.21,68.25,2.82,0.7359794875031557,0.23655078015971337,0.6123256547012932
Aluminum Packaging,12507.46,9.06,1.79,74.45,97.59,3.6,0.424251949002777,0.3413125815119263,0.44811263100858084
Cotton Fiber,5661.36,16.38,84.69,36.27,75.33,2.72,0.6948362509467305,0.33434858929592026,0.6085195681020605
Bagasse Fiber,3443.75,18.66,98.69,30.68,87.92,1.31,0.7820003433476395,0.3145157164531454,0.6486799498572724
Recycled Paperboard,5053.47,24.12,86.06,47.4,92.68,0.96,0.6485398737692502,0.3333943456201475,0.5944339494751966
Bagasse Fiber,2324.49,22.34,94.28,26.27,88.06,1.4,0.8213877758141883,0.32147372390769224,0.6395595626019098
Bagasse Fiber,3558.87,23.07,98.28,27.21,82.98,1.11,0.7978417924766473,0.34823685832464996,0.6528960539591873
PLA Bioplastic,6836.62,10.43,83.03,57.08,52.47,2.32,0.442375917697551,0.2755099589770996,0.4988051788207125
Bamboo Fiber,5225.95,17.082833333333333,85.33,23.08,75.82,1.54,0.8128551022469073,0.3622905808024514,0.6540117896816826
Kraft Paper,5339.21,16.94,79.01,31.05,78.12,0.5,0.7493309669275435,0.3437679176413807,0.6175237829663309
Bagasse Fiber,3039.47,5.91,96.55,15.47,93.49,1.72,0.9331082226710427,0.2792797050117042,0.7068959908741039
Corrugated Cardboard,6978.62,11.79,87.0,44.27,87.52,1.16,0.6607170310527644,0.31773904240168693,0.6275555637471844
Cotton Fiber,4059.78,2.76,92.32,55.45,62.84,2.79,0.48788884625094664,0.1832004779705407,0.5014696449953849
Hemp Fiber,5331.94,22.0,91.3,19.49,71.78,1.37,0.8324568896743246,0.3987250229018022,0.6731154933427106
Bamboo Fiber,5118.850689655172,5.3,86.46,35.52,83.3,1.4255932203389825,0.7253733653117899,0.26831800001262723,0.6224723416745529
Cotton Fiber,4367.64,2.96,90.63,46.06,60.74,2.77,0.5645603181014895,0.2142652104338504,0.5341956307364433
Recycled PET (rPET),9838.82,13.21,10.56,57.5,79.42,1.9603636363636363,0.5195147336531178,0.35045962142138903,0.45234120990057847
Kraft Paper,7837.3,7.85,89.14,29.92,87.06,0.88,0.7861358192375663,0.35144959101755874,0.6985126769624656
Bagasse Fiber,2728.07,16.74,91.35,30.44,83.59,1.2606666666666666,0.7711310199444583,0.29056093534841376,0.6151891781260093
Mushroom Mycelium,3015.73,14.25,95.56,28.64,70.07,2.88,0.7464760944206008,0.28826750119675565,0.6078337156123104
Kraft Paper,4156.89,3.87,92.53,29.29,83.23,0.52,0.780212595304216,0.25692885305421415,0.6432344784852233
Plywood (Lightweight),13755.22,44.488653846153845,50.47,45.89,56.97,2.86,0.5547524640242362,0.6205866397653901,0.591748203407116
Recycled PET (rPET),7494.79,7.26,14.04,63.26,84.17,2.39,0.4828684953294623,0.2572094786878152,0.4108260985304185
PHA Bioplastic,7443.93,7.25,86.6,55.32,66.64,2.35,0.5004375460742236,0.27615728277549145,0.5503292638183395
Recycled PET (rPET),11130.62,3.94,18.82,55.75,70.25,2.62,0.507468000504923,0.3339658389377984,0.47709993780539806
Bamboo Fiber,3687.96,18.4,98.84,31.23,80.6,1.85,0.7551804594799292,0.31681966356112484,0.6360258122755549
Kraft Paper,4919.57,19.08,85.97050847457626,37.93,82.24,0.77,0.7008982378187326,0.3287278772165376,0.6071707501324418
Mushroom Mycelium,3352.04,2.88,97.14,28.11,72.59,2.0,0.7587192552385761,0.23827694296724597,0.6232337743437375
Recycled Paperboard,6761.81,5.49,70.59,47.34,86.87354838709678,0.78,0.6316506880797452,0.27325316776070935,0.5784351293788834
PHA Bioplastic,5154.86,11.09,93.45,57.23,61.63,3.37,0.46853049482453935,0.24391136045242512,0.5114692993285637
